rank,gid,role,priority_score,why
1,100000004015047100,consolidator,0.7904,"Гипотеза «консолидатор» 0,58; оборот 988 299 ₸ (выше 92% счетов); плательщиков — 9, получателей — 1; связей с исходными клиентами — 3; исходных клиентов с цепочками возрастающих дат — 3."
2,100000003115284100,consolidator,0.7864,"Гипотеза «консолидатор» 0,54; оборот 2,7 млн ₸ (выше 98% счетов); плательщиков — 8, получателей — 2; связей с исходными клиентами — 2; исходных клиентов с цепочками возрастающих дат — 6."
3,100000006972210100,coordinator,0.7675,"Гипотеза «координатор» 0,50; оборот 488 775 ₸ (выше 85% счетов); плательщиков — 3, получателей — 0; связей с исходными клиентами — 3; исходных клиентов с цепочками возрастающих дат — 4."
4,100000004156082100,distributor,0.7611,"Гипотеза «распределитель» 0,77; оборот 2,7 млн ₸ (выше 98% счетов); плательщиков — 5, получателей — 26; связей с исходными клиентами — 1; исходных клиентов с цепочками возрастающих дат — 4."
5,100000004070318100,distributor,0.7493,"Гипотеза «распределитель» 0,65; оборот 759 107 ₸ (выше 90% счетов); плательщиков — 4, получателей — 19; связей с исходными клиентами — 3; исходных клиентов с цепочками возрастающих дат — 1."
6,100000003265158100,transit,0.7387,"Гипотеза «транзит» 0,86; оборот 300 300 ₸ (выше 78% счетов); плательщиков — 3, получателей — 2; связей с исходными клиентами — 2; исходных клиентов с цепочками возрастающих дат — 2."
7,100000005778283100,terminal,0.7322,"Гипотеза «конечный получатель» 0,68; оборот 615 760 ₸ (выше 88% счетов); плательщиков — 3, получателей — 0; связей с исходными клиентами — 2; исходных клиентов с цепочками возрастающих дат — 3."
8,100000003404627100,terminal,0.7320,"Гипотеза «конечный получатель» 0,76; оборот 877 700 ₸ (выше 91% счетов); плательщиков — 4, получателей — 0; связей с исходными клиентами — 1; исходных клиентов с цепочками возрастающих дат — 4."
9,100000001697501100,distributor,0.7254,"Гипотеза «распределитель» 0,97; оборот 1,6 млн ₸ (выше 95% счетов); плательщиков — 3, получателей — 38; связей с исходными клиентами — 1; исходных клиентов с цепочками возрастающих дат — 1."
10,100000008304139100,distributor,0.7241,"Гипотеза «распределитель» 0,73; оборот 1,9 млн ₸ (выше 96% счетов); плательщиков — 4, получателей — 24; связей с исходными клиентами — 2; исходных клиентов с цепочками возрастающих дат — 1."
11,100000004403675100,coordinator,0.7157,"Гипотеза «координатор» 0,50; оборот 447 679 ₸ (выше 84% счетов); плательщиков — 4, получателей — 5; связей с исходными клиентами — 3; исходных клиентов с цепочками возрастающих дат — 2."
12,100000008733194100,coordinator,0.7144,"Гипотеза «координатор» 0,60; оборот 411 119 ₸ (выше 82% счетов); плательщиков — 4, получателей — 8; связей с исходными клиентами — 4; исходных клиентов с цепочками возрастающих дат — 1."
13,100000008165763100,consolidator,0.7124,"Гипотеза «консолидатор» 0,81; оборот 2,4 млн ₸ (выше 97% счетов); плательщиков — 15, получателей — 17; связей с исходными клиентами — 1; исходных клиентов с цепочками возрастающих дат — 2."
14,100000002957306100,terminal,0.7114,"Гипотеза «конечный получатель» 0,50; оборот 398 490 ₸ (выше 82% счетов); плательщиков — 2, получателей — 0; связей с исходными клиентами — 2; исходных клиентов с цепочками возрастающих дат — 7."
15,100000008477350100,distributor,0.7017,"Гипотеза «распределитель» 0,98; оборот 4,0 млн ₸ (выше 98% счетов); плательщиков — 11, получателей — 39; исходных клиентов с цепочками возрастающих дат — 2."
16,100000004394765100,coordinator,0.6956,"Гипотеза «координатор» 0,50; оборот 686 344 ₸ (выше 89% счетов); плательщиков — 3, получателей — 2; связей с исходными клиентами — 3; исходных клиентов с цепочками возрастающих дат — 1."
17,100000001530983100,distributor,0.6902,"Гипотеза «распределитель» 0,52; оборот 2,4 млн ₸ (выше 97% счетов); плательщиков — 4, получателей — 11; связей с исходными клиентами — 2; исходных клиентов с цепочками возрастающих дат — 2."
18,100000008346837100,distributor,0.6890,"Гипотеза «распределитель» 0,75; оборот 1,5 млн ₸ (выше 95% счетов); плательщиков — 9, получателей — 25; связей с исходными клиентами — 1; исходных клиентов с цепочками возрастающих дат — 2."
19,100000001463701100,terminal,0.6881,"Гипотеза «конечный получатель» 0,59; оборот 621 000 ₸ (выше 88% счетов); плательщиков — 2, получателей — 0; связей с исходными клиентами — 1; исходных клиентов с цепочками возрастающих дат — 5."
20,100000004707703100,coordinator,0.6878,"Гипотеза «координатор» 0,50; оборот 470 950 ₸ (выше 85% счетов); плательщиков — 2, получателей — 5; связей с исходными клиентами — 3; исходных клиентов с цепочками возрастающих дат — 1."
21,100000008489922100,distributor,0.6867,"Гипотеза «распределитель» 0,93; оборот 4,1 млн ₸ (выше 98% счетов); плательщиков — 3, получателей — 36; исходных клиентов с цепочками возрастающих дат — 2."
22,100000001924185100,terminal,0.6851,"Гипотеза «конечный получатель» 0,55; оборот 151 000 ₸ (выше 65% счетов); плательщиков — 2, получателей — 0; связей с исходными клиентами — 2; исходных клиентов с цепочками возрастающих дат — 7."
23,100000000331309100,distributor,0.6798,"Гипотеза «распределитель» 1,00; оборот 24,0 млн ₸ (выше 99% счетов); плательщиков — 5, получателей — 99; исходных клиентов с цепочками возрастающих дат — 1."
24,100000000437046100,distributor,0.6790,"Гипотеза «распределитель» 1,00; оборот 8,7 млн ₸ (выше 99% счетов); плательщиков — 9, получателей — 42; исходных клиентов с цепочками возрастающих дат — 1."
25,100000004400305100,distributor,0.6790,"Гипотеза «распределитель» 1,00; оборот 6,1 млн ₸ (выше 99% счетов); плательщиков — 7, получателей — 82; исходных клиентов с цепочками возрастающих дат — 1."
26,100000008603629100,distributor,0.6790,"Гипотеза «распределитель» 1,00; оборот 6,8 млн ₸ (выше 99% счетов); плательщиков — 19, получателей — 61; исходных клиентов с цепочками возрастающих дат — 1."
27,100000002578405100,distributor,0.6778,"Гипотеза «распределитель» 1,00; оборот 4,3 млн ₸ (выше 99% счетов); плательщиков — 2, получателей — 116; исходных клиентов с цепочками возрастающих дат — 1."
28,100000008748914100,distributor,0.6740,"Гипотеза «распределитель» 0,55; оборот 4,7 млн ₸ (выше 99% счетов); плательщиков — 2, получателей — 13; связей с исходными клиентами — 2; исходных клиентов с цепочками возрастающих дат — 1."
29,100000004351795100,distributor,0.6723,"Гипотеза «распределитель» 0,57; оборот 1,8 млн ₸ (выше 96% счетов); плательщиков — 3, получателей — 14; связей с исходными клиентами — 2; исходных клиентов с цепочками возрастающих дат — 1."
30,100000005910114100,distributor,0.6676,"Гипотеза «распределитель» 0,65; оборот 1,8 млн ₸ (выше 96% счетов); плательщиков — 3, получателей — 19; связей с исходными клиентами — 2."
